cuie	siisa	nombre_efector	sigla_tipo_efector	descripcion_tipo_efector	id_provincia	nombre_provincia	id_departamento	nombre_departamento	id_localidad	nombre_localidad	ciudad	codigo_postal	domicilio	rural	cics	sigla_tipo_categorizacion	descripcion_tipo_categorizacion	sigla_dependencia_administrativa	descripcion_dependencia_administrativa	codigo_provincial_efector	dependencia_sanitaria	integrante	compromiso_gestion	numero_compromiso	firmante_compromiso	fecha_suscripcion_compromiso	fecha_inicio_compromiso	fecha_fin_compromiso	pago_indirecto	numero_convenio	firmante_convenio	nombre_tercer_administrador	codigo_tercer_administrador	fecha_suscripcion_convenio	fecha_inicio_convenio	fecha_fin_convenio	priorizado	ppac	perinatal_ac	addenda_perinatal	fecha_addenda_perinatal	categoria_obstretico	categoria_neonatal	nombre_referente	internet	factura_descentralizada	factura_on_line	id_estado	descripcion
E06605	50301132142249	C.S. DR. PEDRO SOLARI	CSA	Centro de salud "A"	06	ENTRE RIOS	113	Villaguay	040	Mojones Norte		3241	MOJONES NORTE	S	N	SD	Sin especificar	P	Provincial	6	REGIÓN II	N	N														N	N						DR.SILVA CARLOS	S	S	S	1	Activo
E06606	50301132142454	C.S. EL PAIRIRI	CSA	Centro de salud "A"	06	ENTRE RIOS	113	Villaguay	010	Estación Raíces		3241	J.H. QUIROZ ENTRE AV. COSTANERA Y ALEM	N	N	SD	Sin especificar	P	Provincial	6	REGIÓN II	N	N														N	N						DR.HARRIS CLAUDIA	S	S	S	1	Activo
E06607	50301132142450	C.S. CARLOS SILVA	CSA	Centro de salud "A"	06	ENTRE RIOS	113	Villaguay	080	Villaguay		3240	BVARD SALDAÑA RETAMAR-BARRIO SAN JUDAS	N	N	SD	Sin especificar	M	Municipal	6	REGIÓN II	S	S	185	Cristela Rodriguez	2013-12-23	2013-12-23	2014-12-23	S		Adrian Federico, Fuertes	DIRECCION DE SALUD- MUNICIPIO DE VILLAGUAY		2013-12-23	2013-12-23	2014-12-23	N	N						RODRIGUEZ SICILIANO, ELBA VERÓNICA	S	S	S	1	Activo
E06608	50301132142338	C.S. PERPETUO SOCORRO	CSA	Centro de salud "A"	06	ENTRE RIOS	113	Villaguay	080	Villaguay		3240	SABURLIN Y ECHANIZ- BARRIO PERPETUO SOCORRO	N	N	SD	Sin especificar	M	Municipal	6	REGIÓN II	S	S	186	CHIESA, RODOLFO	2013-12-23	2013-12-23	2014-12-23	S		Adrian Federico, Fuertes	DIRECCION DE SALUD-MUNICIPIO DE VILLAGUAY		2013-12-23	2013-12-23	2014-12-23	N	N						RODRIGUEZ SICILIANO, ELBA VERÓNICA	S	S	S	1	Activo
E06609	50301132142490	C.S. SAN CAMILO	CSA	Centro de salud "A"	06	ENTRE RIOS	113	Villaguay	010	Estación Raíces		3241	MOJONES SUR	S	N	SD	Sin especificar	P	Provincial	6	REGIÓN II	N	N														N	N						DRA. PEREZ VIVIANA-	S	S	S	1	Activo
E06610	10300082142064	HOSPITAL SAN BENJAMIN	HOS	Hospital	06	ENTRE RIOS	008	Colón	020	Colón		3280	ESTEBAN VERGA Nº 270	N	N	SD	Sin especificar	P	Provincial	6	REGIÓN III	S	S	30	RODRIGUEZ, EDUARDO	2013-08-09	2013-08-09	2014-08-09	N								N	S	S	S	2013-08-22	II	II	RODRIGUEZ, EDUARDO	S	S	S	1	Activo
E06611	10300082142069	HOSPITAL SAN JOSE	HOS	Hospital	06	ENTRE RIOS	008	Colón	090	San José		3283	DR. L. F. CETTOUR Nº 1274	N	N	SD	Sin especificar	P	Provincial	6	REGIÓN III	S	S	117	BIELAZ, HUMBERTO ENRIQUE	2013-08-30	2013-08-30	2014-08-30	N								N	N						BENITEZ, ARMANDO	S	S	S	1	Activo
E06612	10300082142073	HOSPITAL SAN ROQUE MARÍA AGUER DE FRANCOU	HOS	Hospital	06	ENTRE RIOS	008	Colón	110	Villa  Elisa		3265	AV. MITRE 2039	N	N	SD	Sin especificar	P	Provincial	6	REGIÓN III	S	S	182	BARCHI, LEONARDO MARTÍN	2013-08-30	2013-08-30	2014-08-30	N								N	N						BARCHI, LEONARDO MARTÍN	S	S	S	1	Activo
E06613	10300082142027	HOSPITAL CHACABUCO	HOS	Hospital	06	ENTRE RIOS	008	Colón	010	Arroyo Barú		3269	CALLE Nº 9 S/N	N	N	SD	Sin especificar	P	Provincial	6	REGIÓN III	S	S	149	URRIBARRI, JORGE GUILLERMO	2013-08-30	2013-08-30	2014-08-30	N								N	N						URRIBARRI, GUILLERMO	S	S	S	1	Activo
E06615	50300082142274	C.S. HIPOLITO IRIGOYEN	CSA	Centro de salud "A"	06	ENTRE RIOS	008	Colón	020	Colón		3280	PRESBISTERO JORGE DUCE	N	N	SD	Sin especificar	P	Provincial	6	REGIÓN III	S	S	116	LENNER LUCIANI, MARCOS	2013-08-30	2013-08-30	2014-08-30	N								N	N						GUARIGLIA, ROBERTO	S	S	S	1	Activo
E06617	50300082142485	C.S. MEDALLA MILAGROSA	CSA	Centro de salud "A"	06	ENTRE RIOS	008	Colón	020	Colón		3280	LUCILO GONZALEZ 306 CASI BV. FERRARI	N	N	SD	Sin especificar	P	Provincial	6	REGIÓN III	S	S	304	LENNER LUCIANI, MARCOS	2013-08-30	2013-08-30	2014-08-30	N								N	N						LENNER LUCIANI, CARLOS MARCOS	S	S	S	1	Activo
E06618	50300082142246	C.S. MARIANO REBORD	CSA	Centro de salud "A"	06	ENTRE RIOS	008	Colón	020	Colón		3280	BVARD. SANGUINETI Y BVARD. GAILLARD	N	N	SD	Sin especificar	P	Provincial	6	REGIÓN III	S	S	76	LENNER LUCIANI, MARCOS	2013-08-30	2013-08-30	2014-08-30	N								N	N						LENNER LUCIANI, CARLOS MARCOS	S	S	S	1	Activo
E06619	50300082142317	C.S. DR. NICOLAS TAVELLA	CSA	Centro de salud "A"	06	ENTRE RIOS	008	Colón	090	San José		3283	BARRIO COLORADO	S	N	SD	Sin especificar	M	Municipal	6	REGIÓN III	S	S	180	EVEQUOZ, NATALIA	2013-08-30	2013-08-30	2014-08-30	S		CANALI, PABLO ANDRES	MUNICIPIO SAN JOSE		2013-08-30	2013-08-30	2014-08-30	N	N						RAMAT, MARCELO	S	S	S	1	Activo
E06620	50300082142276	C.S. HUMAITA	CSA	Centro de salud "A"	06	ENTRE RIOS	008	Colón	010	Arroyo Barú		3287	LOCALIDAD HUMAITA	N	N	SD	Sin especificar	P	Provincial	6	REGIÓN III	N	N														N	N						DRA. HERNANDEZ NORMA	S	S	S	1	Activo
E06621	10300982142050	HOSPITAL JUSTO J. DE URQUIZA	HOS	Hospital	06	ENTRE RIOS	098	Uruguay	040	Concepción del Uruguay		3260	DR. UNCAL Y VIAS DEL FERROCARRIL - CONCEPCION DEL URUGUAY	N	N	SD	Sin especificar	P	Provincial	6	REGIÓN III	S	S	35	OLIVA, MARTÍN	2013-03-01	2013-03-01	2014-03-01	N								N	S	S	S	2013-08-12	IIIA	IIIA	BLANC, GRACIELA	S	S	S	1	Activo
E06622	10300982142061	HOSPITAL SAGRADO CORAZON DE JESUS	HOS	Hospital	06	ENTRE RIOS	098	Uruguay	010	Basavilbaso		3170	ENTRE RIOS 210	N	N	SD	Sin especificar	P	Provincial	6	REGIÓN III	S	S	104	GIORDANENGO, SERGIO DANIEL	2013-02-28	2013-02-28	2014-02-28	N								N	S	S	S	2013-09-23	II	II	GIORDANENGO, SERGIO DANIEL	S	S	S	1	Activo
E06623	10300982142028	HOSPITAL CORONEL PRINGLES	HOS	Hospital	06	ENTRE RIOS	098	Uruguay	070	Las Moscas		3244	LAS MOSCAS	S	N	SD	Sin especificar	P	Provincial	6	REGIÓN III	S	S	287	SOSA, DANIEL DAMIÁN	2013-06-28	2013-06-28	2014-06-28	N								N	N						SOSA, DANIEL	S	S	S	1	Activo
E06624	10300982142060	HOSPITAL RVDO. PADRE BECHER	HOS	Hospital	06	ENTRE RIOS	098	Uruguay	120	Santa Anita		3248	MONSEÑOR BOXLER	N	N	SD	Sin especificar	P	Provincial	6	REGIÓN III	S	S	74	TISOCCO, ELIZABETH	2013-06-28	2013-06-28	2014-06-28	N								N	N						TISOCCO, ELIZABET	S	S	S	1	Activo
E06625	50300982142473	C.S. LA DELFINA	CSA	Centro de salud "A"	06	ENTRE RIOS	098	Uruguay	030	Colonia Elía		3261	COLONIA ELIAS	S	N	SD	Sin especificar	P	Provincial	6	REGIÓN III	S	S	268	BARBIERI, JUAN	2013-06-28	2013-06-28	2014-06-28	N								N	N						BARBIERI, JUAN	S	S	S	1	Activo
E06626	50300982142448	C.S. DANIEL ELIAS - LIBAROS	CSA	Centro de salud "A"	06	ENTRE RIOS	098	Uruguay	080	Líbaros		3244	LIBAROS	S	N	SD	Sin especificar	P	Provincial	6	REGIÓN III	N	N														N	N						DR.ROSKIN JORGE	S	S	S	1	Activo
E06627	50300982142382	C.S. TOMAS DE ROCAMORA	CSA	Centro de salud "A"	06	ENTRE RIOS	098	Uruguay	060	Herrera		3272	ESTACION HERRERA	S	N	SD	Sin especificar	P	Provincial	6	REGIÓN III	S	S		WINER, NELSON	2014-09-09	2014-09-09	2015-09-09	N								N	N						WIESNER, NELSON	S	S	S	1	Activo
E06628	50300982142475	C.S. LAS MONTONERAS	CSA	Centro de salud "A"	06	ENTRE RIOS	098	Uruguay	100	Pronunciamiento		3263	PRONUNCIAMIENTO	S	N	SD	Sin especificar	P	Provincial	6	REGIÓN III	S	S	293	GARAY, LIDIA ISABEL	2013-06-28	2013-06-28	2014-06-28	N								N	N						GARAY, LIDIA	S	S	S	1	Activo
E06630	50300982142308	C.S. DR. MATEO ZELICH - SAN CIPRIANO	CSA	Centro de salud "A"	06	ENTRE RIOS	098	Uruguay	010	Basavilbaso		3263	SAN CIPRIANO	S	N	SD	Sin especificar	P	Provincial	6	REGIÓN III	N	N														N	N						DR.GOLOVKO BALLAN P	S	S	S	1	Activo
E06631	              	C.S. BARRIO HIPODROMO	CSA	Centro de salud "A"	06	ENTRE RIOS	098	Uruguay	040	Concepción del Uruguay		3260	RUTA 131 BARRIO HIPODROMO	N	N	SD	Sin especificar	M	Municipal	6	REGIÓN III	S	N	190	Tamara Goudart	2013-06-28	2013-06-28	2014-06-28	S		Carlos Guillermo Scherens	MUNICIPIO DE CONCEPCION DEL URUGUAY-SECRETARIA DE SALUD Y MEDIO AMBIENTE		2013-06-28	2013-06-28	2014-06-28	N	N						RODRIGUEZ, MARTA	S	S	S	1	Activo
E06633	50300982142291	C.S. LA CONCEPCIÓN	CSA	Centro de salud "A"	06	ENTRE RIOS	098	Uruguay	040	Concepción del Uruguay		3260	MALVAR Y PINTOS 917	N	N	SD	Sin especificar	M	Municipal	6	REGIÓN III	S	S		GOUDART, TAMARA	2013-06-28	2013-06-28	2014-06-28	S		SCHEPENS, CARLOS GUILLERMO	MUNICIPIO DE CONCEPCION DEL URUGUAY-SECRETARIA DE SALUD Y MEDIO AMBIENTE		2013-06-28	2013-06-28	2014-06-28	N	N						QUINTEROS LUIS	S	S	S	1	Activo
E06634	50300982142389	C.S. VILLA LAS LOMAS NORTE	CSA	Centro de salud "A"	06	ENTRE RIOS	098	Uruguay	040	Concepción del Uruguay		3260	ARTUSI Y 29 DEL OESTE NORTE	N	N	SD	Sin especificar	M	Municipal	6	REGIÓN III	S	S	193	CATÁNEO, BELÉN	2013-06-28	2013-06-28	2014-06-28	S		SCHEPENS, CARLOS GUILLERMO	MUNICIPIO DE CONCEPCION DEL URUGUAY-SECRETARIA DE SALUD Y MEDIO AMBIENTE		2013-06-28	2013-06-28	2014-06-28	N	N						GARCÍA, JULIETA	S	S	S	1	Activo
E06635	50300982142381	C.S. ROCAMORA	CSA	Centro de salud "A"	06	ENTRE RIOS	098	Uruguay	040	Concepción del Uruguay		3260	DIAZ VELEZ Y ARTUSSI	N	N	SD	Sin especificar	M	Municipal	6	REGIÓN III	S	S	191	MARTINEZ, MARÍA INÉS	2013-06-28	2013-06-28	2014-06-28	S		SCHEPENS, CARLOS GUILLERMO	MUNICIPIO DE CONCEPCION DEL URUGUAY-SECRETARIA DE SALUD Y MEDIO AMBIENTE		2013-06-28	2013-06-28	2014-06-28	N	N						MARTÍNEZ, MARTA INÉS	S	S	S	1	Activo
E06636	50300982142367	C.S. SANTA RITA CRISTO DE LOS OLIVOS	CSA	Centro de salud "A"	06	ENTRE RIOS	098	Uruguay	040	Concepción del Uruguay		3260	CLEMENTINA DE ATTIO Y DRA RATTO	N	N	SD	Sin especificar	M	Municipal	6	REGIÓN III	S	N		RODRIGUEZ MARTA	2008-08-01	2008-08-01	2014-08-01	S		BERTELLOTTI, SERGIO OSCAR	MUNICIPIO DE CONCEPCION DEL URUGUAY-SECRETARIA DE SALUD Y MEDIO AMBIENTE		2008-08-01	2008-08-01	2014-08-01	N	N						RODRIGUEZ, MARTA	S	S	S	1	Activo
E06637	50300982142184	C.S. PUEBLO NUEVO	CSA	Centro de salud "A"	06	ENTRE RIOS	098	Uruguay	010	Basavilbaso		3170	BASAVILVASO	S	N	SD	Sin especificar	P	Provincial	6	REGIÓN III	S	S	273	GIORDANENGO, SERGIO GABRIEL	2013-06-28	2013-06-28	2014-06-28	N								N	N						GIORDANENGO, SERGIO	S	S	S	1	Activo
E06638	10300912142072	HOSPITAL SAN ROQUE	HOS	Hospital	06	ENTRE RIOS	091	Tala	100	Rosario del Tala		3174	DR ROZADOS 475	N	N	SD	Sin especificar	P	Provincial	6	REGIÓN III	S	S	37	MAREMAN, VALENTIN	2013-02-28	2013-02-28	2014-02-28	N								N	N						MAREMAN, VALENTÍN	S	S	S	1	Activo
E06639	10300912142039	HOSPITAL FALUCHO	HOS	Hospital	06	ENTRE RIOS	091	Tala	090	Maciá		3177	NESA BOERI S/N	N	N	SD	Sin especificar	P	Provincial	6	REGIÓN III	S	S	245	VALLEJOS, ADHEMAR BELTRAN	2013-02-28	2013-02-28	2014-02-28	N								N	N						VALLEJO, ADHEMAR BELTRAN	S	S	S	1	Activo
E06640	10300912142055	HOSPITAL NUESTRA SEÑORA DEL CARMEN	HOS	Hospital	06	ENTRE RIOS	091	Tala	050	Gobernador Mansilla		3845	DR. SALAS 201	N	N	SD	Sin especificar	P	Provincial	6	REGIÓN III	S	S	55	WARLET, FRANCO	2013-02-28	2013-02-28	2014-02-28	N								N	N						WARLET, FRANCO	S	S	S	1	Activo
E06641	50300912142351	C.S. ROSALIA PEREZ DE VERGARA	CSA	Centro de salud "A"	06	ENTRE RIOS	091	Tala	060	Gobernador Solá		3176	MANUEL ALBERDI	S	N	SD	Sin especificar	P	Provincial	6	REGIÓN III	S	S	248	ROSAL, MARÍA ELBA	2013-12-10	2013-12-10	2014-12-10	N								N	N						ROSAL, MARÍA ELBA	S	S	S	1	Activo
E06642	50300912142327	C.S. ONESIMO LEGUIZAMON	CSA	Centro de salud "A"	06	ENTRE RIOS	091	Tala	010	Altamirano Sur 		3174	SOLANO VERA A 2 CUADRAS SARMIENTO	N	N	SD	Sin especificar	P	Provincial	6	REGIÓN III	N	N														N	N						DRA.LOPEZ BARIDON M	S	S	S	1	Activo
E06643	50300912142210	C.S. CORONEL DORREGO	CSA	Centro de salud "A"	06	ENTRE RIOS	091	Tala	040	Gobernador Echagüe		3845	25 KM. NTRA SRA DEL CARMEN	N	N	SD	Sin especificar	P	Provincial	6	REGIÓN III	N	N														N	N						DRA.BRUTTI ANA B	S	S	S	1	Activo
E06644	50300912142316	C.S. NATALIO BENDESKI	CSA	Centro de salud "A"	06	ENTRE RIOS	091	Tala	020	Durazno		3177	SAN LUIS ENTRE MARTIN FIERRO Y DARWIN	N	N	SD	Sin especificar	P	Provincial	6	REGIÓN III	N	N														N	N							S	S	S	1	Activo
E06645	50300912142164	C.S. ANICETO GALANTE	CSA	Centro de salud "A"	06	ENTRE RIOS	091	Tala	010	Altamirano Sur 		2845	RUTA 15 AL SUR DE R. DEL TALA 45 KM	S	N	SD	Sin especificar	P	Provincial	6	REGIÓN III	N	N														N	N						DRA.LOPEZ BARIDON M.	S	S	S	1	Activo
E06646	50300912142234	C.S. DR FERRO	CSA	Centro de salud "A"	06	ENTRE RIOS	091	Tala	070	Guardamonte		3177	AV. SOLANO VERA S/N	N	N	SD	Sin especificar	P	Provincial	6	REGIÓN III	N	N														N	N						X	S	S	S	1	Activo
E06647	50300912142372	C.S. SAUCE NORTE	CSA	Centro de salud "A"	06	ENTRE RIOS	091	Tala	010	Altamirano Sur 		3174	17 KM NTRA SRA DEL CARMEN- RUTA 16- 35 KM AL SUR DE TALA	S	N	SD	Sin especificar	P	Provincial	6	REGIÓN III	N	N														N	N						DRA.LOPEZ BARIDON M.	S	S	S	1	Activo
E06648	50300912142352	C.S. SAGRADO CORAZON DE JESUS	CSA	Centro de salud "A"	06	ENTRE RIOS	091	Tala	030	Estación Arroyo Clé		2841	CALLE 29 Y 10 VILLA M. MORENO	N	N	SD	Sin especificar	P	Provincial	6	REGIÓN III	N	N														N	N						DRA.BRUTTI ANA B-	S	S	S	1	Activo
E06649	50300912142335	C.S. PANCHO RAMIREZ	CSA	Centro de salud "A"	06	ENTRE RIOS	091	Tala	080	Las Guachas		3174	HORCO MOLLE	N	N	SD	Sin especificar	P	Provincial	6	REGIÓN III	N	N														N	N						DRA.LOPEZ BARIDON M.	S	S	S	1	Activo
E06650	50300912142370	C.S. SANTIAGO REYNOSO	CSA	Centro de salud "A"	06	ENTRE RIOS	091	Tala	100	Rosario del Tala		3174	ROSARIO DEL TALAZFONT	N	N	SD	Sin especificar	M	Municipal	6	REGIÓN III	N	N														N	N						ENF. MUJICA, ROQUELINA	S	S	S	1	Activo
E06651	10300492142063	HOSPITAL SAN ANTONIO	HOS	Hospital	06	ENTRE RIOS	049	Gualeguay	040	Gualeguay		2840	AVDA. DE LA SOBERANIA S/N - GUALEGUAY	N	N	SD	Sin especificar	P	Provincial	6	REGIÓN IV	S	S	100	ORGAMBIDE, MAURICIO	2013-05-29	2013-05-29	2014-05-29	N								N	S	S	S	2013-10-08	II	II	ORGAMBIDE, MAURICIO	S	S	S	1	Activo
E06652	10300492142057	HOSPITAL PERU	HOS	Hospital	06	ENTRE RIOS	049	Gualeguay	030	General Galarza		2843	ECHAZERRITA 81- GRAL GALARZA	N	N	SD	Sin especificar	P	Provincial	6	REGIÓN IV	S	S	78	CANTONI, HERNÁN ARIEL	2013-06-03	2013-06-03	2014-06-03	N								N	N						CANTONI, HERNÁN	S	S	S	1	Activo
E06653	50300492142504	C.S. SANTA TERESITA	CSA	Centro de salud "A"	06	ENTRE RIOS	049	Gualeguay	020	Estación Lazo		2841	ESTACION EL LAZO	S	N	SD	Sin especificar	P	Provincial	6	REGIÓN IV	N	N														N	N						ENF.RUIZ MÓNICA	S	S	S	1	Activo
E06656	50300492142395	C.S. 17 DE OCTUBRE	CSA	Centro de salud "A"	06	ENTRE RIOS	049	Gualeguay	040	Gualeguay		2840	2 DE ABRIL S/N- BARRIO 17 DE OCTUBRE	S	N	SD	Sin especificar	P	Provincial	6	REGIÓN IV	S	S	246	ANAYA ALVAREZ, JORGE LUIS	2013-12-16	2013-12-16	2014-12-16	N								N	N						BESIMSKY, MAURICIO	S	S	S	1	Activo
E06657	50300492142201	C.S. CARLOS ROCCA	CSA	Centro de salud "A"	06	ENTRE RIOS	049	Gualeguay	010	Aldea Asunción		2840	MONTE REDONDO	S	N	SD	Sin especificar	P	Provincial	6	REGIÓN IV	S	N		CONTRERAS, RICARDO ANÍBAL	2010-04-09	2010-04-09	2014-04-09	N								N	N						DR.CONTRERAS RICARDO-	S	S	S	1	Activo
E06658	50300492142144	ASISTENCIA PUBLICA MUNICIPAL	CSA	Centro de salud "A"	06	ENTRE RIOS	049	Gualeguay	040	Gualeguay		2840	DR.ALFREDO PALACIOS E IRIGOYEN	N	N	SD	Sin especificar	M	Municipal	6	REGIÓN IV	S	S	85	Medina Bello, Paola 	2013-12-23	2013-12-23	2014-12-23	S		ERRO, LUIS ALBERTO	MUNICIPIO DE GUALEGUAY		2013-12-23	2013-12-23	2014-12-23	N	N						COSSO,DAMIAN	S	S	S	1	Activo
E06661	50300492142169	C.S. ARMELIN	CSA	Centro de salud "A"	06	ENTRE RIOS	049	Gualeguay	040	Gualeguay		2840	CONTINUACION DE CALLE MITRE SIN NUMERO- BARRIO MOLINO	N	N	SD	Sin especificar	M	Municipal	6	REGIÓN IV	S	N		COSSO,DAMIAN	2008-05-16	2008-05-16	2014-05-16	S		ERRO, LUIS ALBERTO	MUNICIPIO DE GUALEGUAY		2008-05-16	2008-05-16	2014-05-16	N	N						COSSO,DAMIAN	S	S	S	1	Activo
E06663	50300492142396	C.S. 2 DE ABRIL	CSA	Centro de salud "A"	06	ENTRE RIOS	049	Gualeguay	040	Gualeguay		2840	CONCEJAL CARBONE -BARRIO 25 DE MAYO	N	N	SD	Sin especificar	M	Municipal	6	REGIÓN IV	S	S	203	Rosa Rodriguez	2013-12-23	2013-12-23	2014-12-23	S		ERRO, LUIS ALBERTO	MUNICIPIO DE GUALEGUAY		2013-12-23	2013-12-23	2014-12-23	N	N						COSSO,DAMIAN	S	S	S	1	Activo
E06666	50300492142186	C.S. BARROETAVENA	CSA	Centro de salud "A"	06	ENTRE RIOS	049	Gualeguay	040	Gualeguay		2840	BARRIO PANCHO RAMIREZ	N	N	SD	Sin especificar	M	Municipal	6	REGIÓN IV	S	S	205	Fumaneri Jorge	2013-12-23	2013-12-23	2014-12-23	S		ERRO, LUIS ALBERTO	MUNICIPIO DE GUALEGUAY		2013-12-23	2013-12-23	2014-12-23	N	N						COSSO,DAMIAN	S	S	S	1	Activo
E06669	10300562142026	HOSPITAL CENTENARIO	HOS	Hospital	06	ENTRE RIOS	056	Gualeguaychú	070	Gualeguaychú		2820	PASTEUR Nº 50 - GUALEGUAYCHU	N	N	SD	Sin especificar	P	Provincial	6	REGIÓN IV	S	S	110	GORLA, HUGO EDUARDO	2013-03-01	2013-03-01	2014-03-01	N								N	S	S	S	2013-07-12	IIIA	IIIA	GORLA, HUGO EDUARDO	S	S	S	1	Activo
E06670	10300562142044	HOSPITAL MANUEL BELGRANO	HOS	Hospital	06	ENTRE RIOS	056	Gualeguaychú	110	Urdinarrain		2826	12 DE OCTUBRE S/N - URDINARRAIN	N	N	SD	Sin especificar	P	Provincial	6	REGIÓN IV	S	S	278	CHARA DIA, MARTA	2013-10-10	2013-10-10	2014-10-10	N								N	N						CANZONETTA, CARLOS RAÚL	S	S	S	1	Activo
E06671	10300562142076	HOSPITAL SANTA MARÍA	HOS	Hospital	06	ENTRE RIOS	056	Gualeguaychú	060	Gilbert		2828	GILBERT	S	N	SD	Sin especificar	P	Provincial	6	REGIÓN IV	S	S	294	DELCAUSSE, VICTOR HUGO	2013-10-10	2013-10-10	2014-10-10	N								N	N						GORENA, SIMON	S	S	S	1	Activo
E06672	10300562142067	HOSPITAL SAN ISIDRO LABRADOR	HOS	Hospital	06	ENTRE RIOS	056	Gualeguaychú	090	Larroque		2854	ANTARTIDA ARGENTINA Nº250 - LARROQUE	N	N	SD	Sin especificar	P	Provincial	6	REGIÓN IV	S	S	227	FULGENCI, ALEJANDRA RAQUEL	2013-07-24	2013-07-24	2014-07-24	N								N	N						FULGENCI, ALEJANDRA	S	S	S	1	Activo
E06673	10300562142048	HOSPITAL GÜEMES	HOS	Hospital	06	ENTRE RIOS	056	Gualeguaychú	070	Gualeguaychú		2846	FAUSTINO M. PARERA	S	N	SD	Sin especificar	P	Provincial	6	REGIÓN IV	N	N														N	N						PETRONIO, JUNA CARLOS	S	S	S	1	Activo
E06674	50300562142387	C.S. VILLA ELEONORA	CSA	Centro de salud "A"	06	ENTRE RIOS	056	Gualeguaychú	080	Irazusta		2852	ESTACION IRAZUSTA	S	N	SD	Sin especificar	P	Provincial	6	REGIÓN IV	N	N														N	N						DRA. CHARADÍA MARTA-	S	S	S	1	Activo
E06676	10300632142056	HOSPITAL PARANACITO	HOS	Hospital	06	ENTRE RIOS	063	Islas del Ibicuy	060	Villa Paranacito		2823	ARROYO LA TINTA S/N - ISLAS DEL IBICUY	S	N	SD	Sin especificar	P	Provincial	6	REGIÓN IV	S	S	114	Adrian Rodriguez 	2013-09-20	2013-09-20	2014-09-20	N								N	N						BAILATTI, ALCIDES JAVIER	S	S	S	1	Activo
E06677	10300632142025	HOSPITAL BEHRING	HOS	Hospital	06	ENTRE RIOS	063	Islas del Ibicuy	070	Estación Holt		2846	DR. SOLSONA S/N	S	N	SD	Sin especificar	P	Provincial	6	REGIÓN IV	S	S	29	DR. DIEGO TENERANI	2013-09-20	2013-09-20	2014-09-20	N								N	N						OJEDA, GABRIELA	S	S	S	1	Activo
E06678	10300632142038	HOSPITAL EVA DUARTE	HOS	Hospital	06	ENTRE RIOS	063	Islas del Ibicuy	020	Ceibas		2823	RUTAS 12 Y 14 - CEIBAS	S	N	SD	Sin especificar	P	Provincial	6	REGIÓN IV	S	S	69	RUPANI, ROBERTO RUBEN	2013-09-18	2013-09-18	2014-09-18	N								N	N						RUPANI, ROBERTO	S	S	S	1	Activo
E06679	50300632142311	C.S. MEDANOS	CSA	Centro de salud "A"	06	ENTRE RIOS	063	Islas del Ibicuy	040	Médanos		2848	MEDANOS	S	N	SD	Sin especificar	P	Provincial	6	REGIÓN IV	N	N														N	N						ENF BRITOS JULIO	S	S	S	1	Activo
E06680	50300632142171	C.S. ARROYO MERLO	CSA	Centro de salud "A"	06	ENTRE RIOS	063	Islas del Ibicuy	010	Arroyo Martínez		1649	ARROYO LA TINTA S/N	S	N	SD	Sin especificar	P	Provincial	6	REGIÓN IV	S	N		DR. DOZDOR JOSE LUIS	2007-12-19	2007-12-19	2013-12-19	N								N	N						DR. DOZDOR JOSE LUIS	S	S	S	1	Activo
E06682	50300632142310	C.S. MAZARUCA	CSA	Centro de salud "A"	06	ENTRE RIOS	063	Islas del Ibicuy	010	Arroyo Martínez		2846	MAZARUCA	S	N	SD	Sin especificar	P	Provincial	6	REGIÓN IV	S	N		OJEDA, GABRIELA	2009-05-13	2009-05-13	2014-05-13	N								N	N						OJEDA, GABRIELA	S	S	S	1	Activo
E06683	50300632142195	C.S. BRAZO LARGO	CSA	Centro de salud "A"	06	ENTRE RIOS	063	Islas del Ibicuy	010	Arroyo Martínez		1647	ARROYO LA TINTA - BRAZO LARGO	S	N	SD	Sin especificar	P	Provincial	6	REGIÓN IV	S	N		DR. DOZDOR JOSE LUIS	2007-12-19	2007-12-19	2013-12-19	N								N	N						DR. DOZDOR JOSE	S	S	S	1	Activo
E06684	50300632142350	C.S. MARIA ROSA MISTICA	CSA	Centro de salud "A"	06	ENTRE RIOS	063	Islas del Ibicuy	070	Estación Holt		2846	HIPOLITO RIVERO Y MERCEDES LACROCE- ESTACION HOLT	S	N	SD	Sin especificar	P	Provincial	6	REGIÓN IV	S	S	255	OJEDA, GABRIELA	2013-09-20	2013-09-20	2014-09-20	N								N	N						OJEDA, GABRIELA	S	S	S	1	Activo
E09372	10300842142080	HOSPITAL SAN MARTIN	HOS	Hospital	06	ENTRE RIOS	084	Paraná	110	Hernandarias		3127	DIAMANTE Nº 334 - HERNANDARIAS	N	N	SD	Sin especificar	P	Provincial	6	REGIÓN I	S	S	71	REY, ALEJANDRO MATÍAS	2013-06-11	2013-06-11	2014-06-11	N								N	N						REY, ALEJANDRO MATÍAS	S	S	S	1	Activo
E09373	50300842142501	C.S ANTONINI	CSA	Centro de salud "A"	06	ENTRE RIOS	084	Paraná	160	Paraná		3100	SEGUNDO CABO MONZON 2235	N	N	SD	Sin especificar	P	Provincial	6	REGIÓN I	S	S	61	Susana Scaldaferro	2013-10-29	2013-10-29	2014-10-29	N								N	N						RAMOS, BEATRIZ	S	S	S	1	Activo
